시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명
경기도 화성시 반송동,Jan-90,90,1,삼성스마트쉐르빌,전세,29.11,202012,22,"14,700",0,14,2012,노작로 207
경기도 화성시 반송동,Jan-90,90,1,삼성스마트쉐르빌,전세,29.11,202012,23,"14,700",0,13,2012,노작로 207
경기도 화성시 반송동,Jan-90,90,1,삼성스마트쉐르빌,전세,28.52,202012,23,"14,700",0,16,2012,노작로 207
경기도 화성시 반송동,Jan-90,90,1,삼성스마트쉐르빌,전세,29.11,202012,30,"14,700",0,18,2012,노작로 207
경기도 화성시 반송동,106-7,106,7,서해더블루(106-7),전세,34.58,202012,11,"13,000",0,3,2010,동탄문화센터로 75
경기도 화성시 반송동,106-7,106,7,서해더블루(106-7),전세,34.58,202012,19,"13,950",0,3,2010,동탄문화센터로 75
경기도 화성시 반송동,Aug-93,93,8,서해더블루(93-8),전세,49.96,202012,15,"15,000",0,5,2009,메타폴리스로 47-7
경기도 화성시 반송동,Jun-93,93,6,센트럴S타운,전세,23.41,202012,5,"11,000",0,6,2008,메타폴리스로 47-25
경기도 화성시 반송동,Jun-93,93,6,센트럴S타운,전세,23.73,202012,9,"11,000",0,6,2008,메타폴리스로 47-25
경기도 화성시 반송동,Mar-92,92,3,센트럴시티 오피스텔,전세,39.85,202012,3,"18,900",0,12,2011,노작로 175
경기도 화성시 반송동,Mar-92,92,3,센트럴시티 오피스텔,전세,38.25,202012,14,"19,200",0,15,2011,노작로 175
경기도 화성시 반송동,Mar-92,92,3,센트럴시티 오피스텔,전세,38.19,202012,23,"18,900",0,15,2011,노작로 175
경기도 화성시 반송동,107-7,107,7,아시아 프라자,전세,34.34,202012,1,"12,000",0,12,2008,동탄문화센터로 61
경기도 화성시 반송동,107-7,107,7,아시아 프라자,전세,35.46,202012,28,"11,500",0,9,2008,동탄문화센터로 61
경기도 화성시 반송동,Jul-93,93,7,트라이엄프 동탄,전세,39.72,202012,2,"15,000",0,15,2011,메타폴리스로 47-11
경기도 화성시 반송동,Jul-93,93,7,트라이엄프 동탄,전세,39.72,202012,2,"14,900",0,15,2011,메타폴리스로 47-11
경기도 화성시 반송동,Jul-93,93,7,트라이엄프 동탄,전세,39.72,202012,7,"14,000",0,9,2011,메타폴리스로 47-11
경기도 화성시 반송동,Jul-93,93,7,트라이엄프 동탄,전세,35.32,202012,16,"14,200",0,7,2011,메타폴리스로 47-11
경기도 화성시 반송동,Jul-93,93,7,트라이엄프 동탄,전세,39.72,202012,18,"14,200",0,7,2011,메타폴리스로 47-11
경기도 화성시 반송동,Feb-41,41,2,퍼스트에비뉴,전세,18.93,202012,3,"8,000",0,6,2012,동탄반송1길 13
경기도 화성시 방교동,833-4,833,4,	(833-4)	,월세,19.95,202012,15,200,40,5,2015, 
경기도 화성시 방교동,829-5,829,5,CH리베로 오피스텔,월세,20.32,202012,2,500,35,5,2019,동탄기흥로 147-11
경기도 화성시 방교동,829-5,829,5,CH리베로 오피스텔,월세,20.32,202012,12,300,40,5,2019,동탄기흥로 147-11
경기도 화성시 방교동,829-5,829,5,CH리베로 오피스텔,월세,25.23,202012,28,500,55,7,2019,동탄기흥로 147-11
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,1,"10,000",0,2,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,28.29,202012,2,"1,000",55,11,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,3,"12,000",0,17,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,28.29,202012,4,"1,000",65,19,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,5,"11,000",0,2,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,8,"12,300",0,19,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,9,500,45,9,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,10,"11,500",0,8,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,11,500,45,15,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,11,"3,000",30,6,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,12,"12,500",0,14,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,12,500,45,11,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,12,"12,500",0,19,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,12,"3,000",30,19,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,13,"11,000",0,2,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,41.85,202012,13,"1,000",60,16,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,14,"11,700",0,10,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,15,"12,000",0,17,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,16,500,40,5,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,28.29,202012,16,"1,000",50,3,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,16,"12,000",0,12,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,16,"12,000",0,17,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,17,"12,000",0,10,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,17,"3,000",30,12,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,18,500,42,9,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.57,202012,18,"12,100",0,4,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,19,500,45,5,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,20,500,45,15,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,21,"12,000",0,13,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,21,500,45,6,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,28.29,202012,21,"15,000",0,16,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,22,"1,000",40,14,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,22,"11,000",0,2,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,28.29,202012,22,"1,000",55,6,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,23,"12,200",0,14,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,23,"3,000",40,19,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,23,500,45,7,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,25,"12,000",0,16,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,28,"12,000",0,16,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,28,"3,000",35,14,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,28,"12,500",0,15,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,24.12,202012,29,"12,500",0,17,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,29,500,45,8,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,30,500,40,3,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,30,"3,000",30,5,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,전세,41.85,202012,31,"20,000",0,19,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,31,500,45,16,2020,경기대로 1011
경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202012,31,500,37,2,2020,경기대로 1011
경기도 화성시 병점동,871,871,0,병점역 효성 해링턴 플레이스,전세,31.15,202012,4,"10,000",0,6,2013,떡전골로 60
경기도 화성시 병점동,871,871,0,병점역 효성 해링턴 플레이스,전세,31.15,202012,5,"10,000",0,9,2013,떡전골로 60
경기도 화성시 병점동,871,871,0,병점역 효성 해링턴 플레이스,전세,25.75,202012,8,"9,000",0,11,2013,떡전골로 60
경기도 화성시 병점동,871,871,0,병점역 효성 해링턴 플레이스,전세,31.15,202012,11,"10,500",0,8,2013,떡전골로 60
경기도 화성시 병점동,871,871,0,병점역 효성 해링턴 플레이스,월세,34.93,202012,17,"6,000",25,9,2013,떡전골로 60
경기도 화성시 병점동,871,871,0,병점역 효성 해링턴 플레이스,월세,31.15,202012,17,500,45,10,2013,떡전골로 60
경기도 화성시 병점동,871,871,0,병점역 효성 해링턴 플레이스,전세,28.93,202012,18,"10,500",0,11,2013,떡전골로 60
경기도 화성시 병점동,871,871,0,병점역 효성 해링턴 플레이스,전세,59.87,202012,19,"17,800",0,2,2013,떡전골로 60
경기도 화성시 병점동,871,871,0,병점역 효성 해링턴 플레이스,월세,31.15,202012,24,500,45,4,2013,떡전골로 60
경기도 화성시 병점동,374-5,374,5,인텔리스테이,월세,19.21,202012,4,"1,000",40,7,2017, 
경기도 화성시 병점동,374-5,374,5,인텔리스테이,전세,19.21,202012,9,"11,000",0,5,2017, 
경기도 화성시 병점동,374-5,374,5,인텔리스테이,전세,19.21,202012,17,"9,800",0,8,2017, 
경기도 화성시 병점동,374-5,374,5,인텔리스테이,전세,19.21,202012,18,"8,400",0,4,2017, 
경기도 화성시 봉담읍 와우리,26-12,26,12,	(26-12)	,전세,23.38,202012,8,"5,000",0,6,2012,와우로73번길 6
경기도 화성시 봉담읍 와우리,8-108,8,108,1동,전세,49.98,202012,17,"12,600",0,4,2018,와우로34번길 74-4
경기도 화성시 봉담읍 와우리,8-109,8,109,1동,전세,49.98,202012,15,"12,000",0,3,2018,와우로34번길 74-6
경기도 화성시 봉담읍 와우리,8-111,8,111,1동,전세,40.46,202012,9,"8,000",0,2,2020,와우로34번길 74-16
경기도 화성시 봉담읍 와우리,8-111,8,111,1동,월세,27.65,202012,9,"4,000",20,3,2020,와우로34번길 74-16
경기도 화성시 봉담읍 와우리,8-111,8,111,1동,전세,25.84,202012,15,"6,900",0,2,2020,와우로34번길 74-16
경기도 화성시 봉담읍 와우리,26-6,26,6,스마트오피스텔,월세,19.06,202012,15,60,15,8,2018,와우로 23-31
경기도 화성시 봉담읍 와우리,26-6,26,6,스마트오피스텔,월세,19.06,202012,15,"1,750",6,4,2018,와우로 23-31
경기도 화성시 봉담읍 와우리,26-6,26,6,스마트오피스텔,월세,19.06,202012,31,500,37,10,2018,와우로 23-31
경기도 화성시 봉담읍 와우리,8-128,8,128,제이하우스,전세,57.24,202012,5,"12,500",0,3,2019,와우로34번길 74-12
경기도 화성시 봉담읍 와우리,Apr-31,31,4,토마토오피스텔1,전세,38.43,202012,3,"8,500",0,1,2011,와우로 85
경기도 화성시 봉담읍 와우리,31-28,31,28,토마토오피스텔2,전세,24.9,202012,1,"5,500",0,3,2011,와우로 89
경기도 화성시 봉담읍 와우리,31-28,31,28,토마토오피스텔2,전세,24.9,202012,28,"5,500",0,5,2011,와우로 89
경기도 화성시 봉담읍 와우리,Jun-34,34,6,토마토오피스텔4,전세,24.69,202012,21,"5,500",0,3,2017, 
경기도 화성시 봉담읍 와우리,Jun-34,34,6,토마토오피스텔4,전세,24.69,202012,23,"5,500",0,3,2017, 
경기도 화성시 석우동,31-7,31,7,	(31-7)	,월세,25.08,202012,4,"3,000",30,3,2013,삼성1로 144-9
경기도 화성시 석우동,Jan-36,36,1,동탄 삼성쉐르빌,전세,36.71,202012,5,"13,000",0,2,2011,큰재봉길 23-11
경기도 화성시 석우동,Jan-36,36,1,동탄 삼성쉐르빌,전세,36.71,202012,23,"14,000",0,5,2011,큰재봉길 23-11
경기도 화성시 석우동,Mar-32,32,3,리치안오피스텔,전세,24.9,202012,23,"8,700",0,10,2011,삼성전자로 16
경기도 화성시 석우동,Mar-32,32,3,리치안오피스텔,전세,24.9,202012,29,"8,500",0,6,2011,삼성전자로 16
경기도 화성시 석우동,Jun-31,31,6,석진 파아란오피스텔,전세,35.49,202012,3,"7,700",0,4,2008,삼성1로 150
경기도 화성시 석우동,Jun-31,31,6,석진 파아란오피스텔,전세,30.15,202012,9,"8,000",0,8,2008,삼성1로 150
경기도 화성시 석우동,Jun-31,31,6,석진 파아란오피스텔,전세,30.15,202012,18,"8,000",0,4,2008,삼성1로 150
경기도 화성시 석우동,Jun-31,31,6,석진 파아란오피스텔,전세,35.49,202012,18,"7,500",0,6,2008,삼성1로 150
경기도 화성시 석우동,Feb-33,33,2,석진블루체 오피스텔,전세,20.18,202012,10,"6,500",0,5,2012,큰재봉길 23-4
경기도 화성시 석우동,Feb-33,33,2,석진블루체 오피스텔,전세,20.18,202012,18,"6,500",0,6,2012,큰재봉길 23-4
경기도 화성시 석우동,Feb-33,33,2,석진블루체 오피스텔,전세,20.18,202012,19,"7,000",0,10,2012,큰재봉길 23-4
경기도 화성시 석우동,Feb-33,33,2,석진블루체 오피스텔,전세,20.18,202012,24,"6,500",0,9,2012,큰재봉길 23-4
경기도 화성시 석우동,Feb-33,33,2,석진블루체 오피스텔,전세,20.18,202012,28,"6,500",0,4,2012,큰재봉길 23-4
경기도 화성시 석우동,31-3,31,3,이너매스플래티늄,전세,18.55,202012,8,"8,000",0,7,2013,삼성1로 156
경기도 화성시 영천동,679-3,679,3,1동,전세,20.04,202012,11,"13,000",0,4,2018,동탄순환대로 719
경기도 화성시 영천동,680,680,0,에이스케이씨티타워,월세,19.33,202012,11,500,50,5,2020,동탄순환대로27길 5-8
경기도 화성시 영천동,680,680,0,에이스케이씨티타워,월세,19.33,202012,21,500,55,4,2020,동탄순환대로27길 5-8
경기도 화성시 영천동,680,680,0,에이스케이씨티타워,전세,19.33,202012,23,"14,600",0,8,2020,동탄순환대로27길 5-8
경기도 화성시 오산동,969-5,969,5,GTX광장프라자,월세,19.06,202012,11,200,50,11,2017, 
경기도 화성시 오산동,969-5,969,5,GTX광장프라자,전세,19.06,202012,14,"12,000",0,8,2017, 
경기도 화성시 오산동,968-7,968,7,동탄 KTX 중앙파크뷰,월세,21.72,202012,18,"1,000",45,9,2018,동탄역로 128
경기도 화성시 오산동,968-7,968,7,동탄 KTX 중앙파크뷰,전세,20.67,202012,26,"9,900",0,6,2018,동탄역로 128
경기도 화성시 오산동,984,984,0,동탄역동원로얄듀크비스타3차,전세,47.81,202012,11,"25,700",0,31,2020,동부대로 1062
경기도 화성시 오산동,984,984,0,동탄역동원로얄듀크비스타3차,전세,47.81,202012,15,"26,000",0,19,2020,동부대로 1062
경기도 화성시 오산동,984,984,0,동탄역동원로얄듀크비스타3차,월세,47.81,202012,15,500,75,20,2020,동부대로 1062
경기도 화성시 오산동,968-4,968,4,동탄역리코빌,월세,19.97,202012,4,500,45,11,null, 
경기도 화성시 오산동,968-3,968,3,로얄클래스,월세,19.06,202012,12,500,47,5,null, 
경기도 화성시 오산동,969-2,969,2,풍산 리치안,월세,22.72,202012,3,500,35,8,null, 
경기도 화성시 오산동,969-2,969,2,풍산 리치안,전세,20.6,202012,15,"13,000",0,9,null, 
경기도 화성시 오산동,969-2,969,2,풍산 리치안,전세,20.6,202012,15,"13,000",0,9,null, 
경기도 화성시 오산동,969-2,969,2,풍산 리치안,전세,20.6,202012,22,"12,500",0,8,null, 
경기도 화성시 진안동,862-16,862,16,	(862-16)	,전세,41.72,202012,2,"10,500",0,2,2013,병점중앙로170번길 20-9
경기도 화성시 진안동,877-2,877,2,루벤타워,전세,55.09,202012,24,"17,850",0,7,2019,효행로 1032
경기도 화성시 진안동,525-2,525,2,발렌티 하우스,월세,49.58,202012,4,"8,000",40,2,2019,떡전골로 112-12
경기도 화성시 향남읍 구문천리,927-9,927,9,다인블루빌,월세,49.83,202012,5,200,40,7,2009,발안공단로3길 2
경기도 화성시 향남읍 구문천리,927-9,927,9,다인블루빌,월세,49.83,202012,16,"1,000",20,11,2009,발안공단로3길 2
경기도 화성시 향남읍 행정리,508-2,508,2,1동,월세,36.32,202012,7,"3,000",25,4,2020,행정동로 15
경상남도 거제시 고현동,640-2,640,2,	(640-2)	,월세,21.25,202012,1,50,15,3,2007,계룡로 150-1
경상남도 거제시 고현동,159-1,159,1,휴엔하임오피스텔,월세,24.89,202012,30,300,25,4,2015, 
경상남도 거제시 능포동,480-53,480,53,거제 큐브마린,월세,35.35,202012,11,200,20,4,2016,능포로16길 10
경상남도 거제시 아주동,1692-5,1692,5,스타타워2차,전세,78.76,202012,5,"6,500",0,7,2016,아주1로 8
경상남도 거제시 아주동,1692-5,1692,5,스타타워2차,전세,51.26,202012,21,"4,500",0,14,2016,아주1로 8
경상남도 거제시 아주동,1692-5,1692,5,스타타워2차,월세,51.52,202012,31,500,25,17,2016,아주1로 8
경상남도 거제시 옥포동,536-8,536,8,신화더블루,월세,55.76,202012,28,300,40,16,2016,옥포대첩로 22
경상남도 거창군 거창읍 대평리,1187,1187,0,참좋은,전세,55.65,202012,18,"4,500",0,12,2007,거창대로 29
경상남도 거창군 거창읍 장팔리,154,154,0,드림빌리지,전세,31.92,202012,24,"3,000",0,4,2008,장팔2길 9
경상남도 김해시 내동,1138-1,1138,1,경보 더:숨시티,월세,57.1,202012,2,"2,000",58,10,2018,경원로73번길 15
경상남도 김해시 내동,1138-1,1138,1,경보 더:숨시티,월세,57.1,202012,2,"2,000",58,9,2018,경원로73번길 15
경상남도 김해시 내동,1138-1,1138,1,경보 더:숨시티,전세,33.41,202012,3,"10,000",0,9,2018,경원로73번길 15
경상남도 김해시 내동,1138-1,1138,1,경보 더:숨시티,월세,57.1,202012,10,"2,000",58,9,2018,경원로73번길 15
경상남도 김해시 내동,1138-1,1138,1,경보 더:숨시티,월세,57.1,202012,12,"2,000",58,9,2018,경원로73번길 15
경상남도 김해시 내동,1138-1,1138,1,경보 더:숨시티,전세,57.26,202012,17,"17,000",0,9,2018,경원로73번길 15
경상남도 김해시 내동,1138-1,1138,1,경보 더:숨시티,월세,57.1,202012,23,"2,000",58,9,2018,경원로73번길 15
경상남도 김해시 내동,1126-2,1126,2,블루시티 트리가,전세,78.29,202012,3,"16,000",0,2,2018,경원로55번길 38
경상남도 김해시 내동,1126-2,1126,2,블루시티 트리가,전세,78.29,202012,18,"16,000",0,9,2018,경원로55번길 38
경상남도 김해시 대청동,318-8,318,8,명진파크뷰,전세,33,202012,19,"6,000",0,3,2014,번화2로 53
경상남도 김해시 대청동,318-8,318,8,명진파크뷰,월세,25.75,202012,28,"3,000",10,7,2014,번화2로 53
경상남도 김해시 대청동,May-61,61,5,인투블루빌Ⅰ,월세,26.16,202012,9,200,35,10,2018,대청로210번길 36
경상남도 김해시 대청동,May-61,61,5,인투블루빌Ⅰ,월세,26.16,202012,12,400,31,3,2018,대청로210번길 36
경상남도 김해시 부원동,615-13,615,13,비비 오피스텔,월세,66.81,202012,11,"3,000",45,7,2020,호계로 412
경상남도 김해시 삼계동,1489-8,1489,8,	(1489-8)	,월세,28.5,202012,12,200,28,10,2005,삼계중앙로 35
경상남도 김해시 삼계동,1460-7,1460,7,(1460-7),월세,67.66,202012,7,"1,000",60,3,2016,가야로169번길 5
경상남도 김해시 삼계동,1460-7,1460,7,(1460-7),월세,68.33,202012,15,"2,000",60,12,2016,가야로169번길 5
경상남도 김해시 삼계동,1501-2,1501,2,굿타임빌딩,전세,37.6,202012,8,"4,000",0,9,2005,삼계중앙로 22
경상남도 김해시 삼계동,1460-3,1460,3,블루시티,전세,38.82,202012,2,"8,000",0,6,2013,가야로 163
경상남도 김해시 삼계동,1505-4,1505,4,코아루센텀 오피스텔,월세,29.36,202012,17,"1,500",23,14,2018,해반천로130번길 39
경상남도 김해시 삼계동,1505-4,1505,4,코아루센텀 오피스텔,전세,25.2,202012,18,"5,500",0,7,2018,해반천로130번길 39
경상남도 김해시 삼계동,1505-4,1505,4,코아루센텀 오피스텔,월세,25.2,202012,21,100,35,6,2018,해반천로130번길 39
경상남도 김해시 삼계동,1505-4,1505,4,코아루센텀 오피스텔,월세,25.2,202012,29,"1,000",30,9,2018,해반천로130번길 39
경상남도 김해시 삼방동,181-4,181,4,블루스카이 아파트,월세,50.82,202012,3,300,42,2,2016,활천로285번길 5-7
경상남도 김해시 삼방동,182-4,182,4,위더스오피스텔,월세,26.64,202012,1,300,20,10,2003,활천로267번길 8
경상남도 김해시 외동,1263-2,1263,2,(1263-2),월세,61.12,202012,19,"2,000",55,5,2017, 
경상남도 김해시 진영읍 여래리,969-1,969,1,진영Good프라임City오피스텔,월세,24.11,202012,8,500,36,5,2018,본산로 15-17
경상남도 사천시 동금동,Oct-43,43,10,세진오피스텔,월세,60.71,202012,3,"1,000",30,4,2008,동금8길 11-11
경상남도 사천시 벌리동,53-23,53,23,해창이지스 5차 공동주택,전세,114.75,202012,22,"18,000",0,4,2019,벌용길 5
경상남도 사천시 사남면 월성리,09-03,9,3,아델리아1동,전세,59.85,202012,22,"6,000",0,4,2018, 
경상남도 사천시 사남면 유천리,886,886,0,사천 위드필스카이,월세,25.35,202012,12,"1,000",23,10,2017, 
경상남도 사천시 사남면 유천리,886,886,0,사천 위드필스카이,전세,24.07,202012,29,"6,500",0,12,2017, 
경상남도 양산시 물금읍 가촌리,1288-3,1288,3,미건엘리시아,전세,28.01,202012,15,"8,500",0,5,2016, 
경상남도 양산시 물금읍 가촌리,1288-3,1288,3,미건엘리시아,전세,34.7,202012,17,"11,000",0,7,2016, 
경상남도 양산시 물금읍 가촌리,1288-3,1288,3,미건엘리시아,전세,28.01,202012,23,"8,500",0,6,2016, 
경상남도 양산시 물금읍 가촌리,1290-2,1290,2,양산 유림 노르웨이 아침,전세,33.18,202012,23,"11,000",0,8,2018,메기로 203
경상남도 양산시 물금읍 가촌리,1290-2,1290,2,양산 유림 노르웨이 아침,전세,32.99,202012,26,"8,400",0,4,2018,메기로 203
경상남도 양산시 물금읍 가촌리,1290-2,1290,2,양산 유림 노르웨이 아침,전세,30.01,202012,28,"11,000",0,9,2018,메기로 203
경상남도 양산시 물금읍 가촌리,1290-2,1290,2,양산 유림 노르웨이 아침,월세,22.23,202012,31,400,35,5,2018,메기로 203
경상남도 양산시 물금읍 범어리,2715-18,2715,18,네오 리더스,전세,25.13,202012,12,"6,000",0,8,2015,청운로 346
경상남도 양산시 물금읍 범어리,2715-18,2715,18,네오 리더스,전세,25.13,202012,18,"7,000",0,10,2015,청운로 346
경상남도 양산시 물금읍 범어리,2715-18,2715,18,네오 리더스,월세,25.13,202012,19,"3,000",25,10,2015,청운로 346
경상남도 양산시 물금읍 범어리,2715-18,2715,18,네오 리더스,월세,25.13,202012,23,"5,500",10,5,2015,청운로 346
경상남도 양산시 물금읍 범어리,2715-18,2715,18,네오 리더스,전세,25.13,202012,29,"7,500",0,4,2015,청운로 346
경상남도 양산시 물금읍 범어리,2715-18,2715,18,네오 리더스,월세,29.98,202012,31,500,40,8,2015,청운로 346
경상남도 양산시 물금읍 범어리,2715-29,2715,29,다인 로얄팰리스 물금3차,월세,47.54,202012,1,"2,000",32,15,2020, 
경상남도 양산시 물금읍 범어리,2715-29,2715,29,다인 로얄팰리스 물금3차,전세,47.54,202012,4,"16,000",0,8,2020, 
경상남도 양산시 물금읍 범어리,2715-29,2715,29,다인 로얄팰리스 물금3차,월세,47.54,202012,7,"1,000",60,7,2020, 
경상남도 양산시 물금읍 범어리,2715-29,2715,29,다인 로얄팰리스 물금3차,월세,47.54,202012,8,"2,000",35,16,2020, 
경상남도 양산시 물금읍 범어리,2715-29,2715,29,다인 로얄팰리스 물금3차,월세,47.54,202012,15,"1,000",60,10,2020, 
경상남도 양산시 물금읍 범어리,2715-29,2715,29,다인 로얄팰리스 물금3차,월세,47.54,202012,17,"2,000",60,18,2020, 
경상남도 양산시 물금읍 범어리,2715-29,2715,29,다인 로얄팰리스 물금3차,전세,47.54,202012,20,"13,000",0,17,2020, 
경상남도 양산시 물금읍 범어리,2715-29,2715,29,다인 로얄팰리스 물금3차,월세,47.54,202012,23,"2,000",60,18,2020, 
경상남도 양산시 물금읍 범어리,2715-29,2715,29,다인 로얄팰리스 물금3차,전세,47.54,202012,30,"15,000",0,13,2020, 
경상남도 양산시 물금읍 범어리,Aug-15,2715,8,범서미라클,전세,54.77,202012,5,"13,000",0,3,2017, 
경상남도 양산시 물금읍 범어리,Aug-15,2715,8,범서미라클,전세,54.77,202012,12,"13,230",0,7,2017, 
경상남도 양산시 물금읍 범어리,Aug-15,2715,8,범서미라클,월세,54.77,202012,29,"3,620",12,8,2017, 
경상남도 양산시 물금읍 범어리,Aug-15,2715,8,범서미라클,월세,54.77,202012,30,"2,000",49,6,2017, 
경상남도 양산시 물금읍 범어리,Oct-75,2775,10,신양산 코아루 캠퍼스시티,월세,23.24,202012,5,300,34,9,2018,부산대학로 144
경상남도 양산시 물금읍 범어리,Oct-75,2775,10,신양산 코아루 캠퍼스시티,전세,38.52,202012,12,"9,000",0,20,2018,부산대학로 144
경상남도 양산시 물금읍 범어리,Oct-75,2775,10,신양산 코아루 캠퍼스시티,전세,23.24,202012,18,"8,000",0,13,2018,부산대학로 144
경상남도 양산시 물금읍 범어리,Oct-75,2775,10,신양산 코아루 캠퍼스시티,월세,23.24,202012,22,500,40,8,2018,부산대학로 144
경상남도 양산시 물금읍 범어리,Oct-75,2775,10,신양산 코아루 캠퍼스시티,월세,23.24,202012,28,300,29,5,2018,부산대학로 144
경상남도 양산시 상북면 대석리,821-14,821,14,(821-14),전세,78.42,202012,16,"2,000",0,2,2016, 
경상남도 의령군 의령읍 서동리,595,595,0,-595,전세,82.49,202012,24,"10,000",0,1,2016,의병로14길 8-33
경상남도 진주시 가좌동,Jan-64,2064,1,더퍼스트웰가시티,전세,21.43,202012,1,"7,000",0,11,2019,진주역로 116
경상남도 진주시 가좌동,Jan-64,2064,1,더퍼스트웰가시티,전세,21.43,202012,2,"7,000",0,11,2019,진주역로 116
경상남도 진주시 가좌동,Jan-64,2064,1,더퍼스트웰가시티,월세,21.43,202012,5,300,35,6,2019,진주역로 116
경상남도 진주시 가좌동,Jan-64,2064,1,더퍼스트웰가시티,월세,21.43,202012,5,500,32,10,2019,진주역로 116
경상남도 진주시 가좌동,Jan-64,2064,1,더퍼스트웰가시티,전세,21.43,202012,5,"7,000",0,11,2019,진주역로 116
